system,RB,RB2,XB,XB2,VB,VB2,PB,PB2,EB,EB2,NB,NB2,RA,IA,VA,PA,EA,NA,RX,XX,VX,PX,EX,AX,NX,BEAX,BEBX,BEB2X,Bandgap
Li2LiAlI6,0.9,0.675,0.98,1.61,1,3,24.33,6.8,1.656720003,3.441360006,3,13,0.9,5.410080009,1,24.33,1.656720003,3,1.273333333,2.66,7,4.7,1.110272802,3.0590368,53,-3.689630919,-3.689630919,-3.823327814,0.8268
K2CuSbF6,0.82,0.83,1.9,2.05,11,5,6.2,6.6,3.508960006,2.749760004,29,51,1.52,4.355520007,1,43.06,0.925600001,19,0.705,3.98,7,0.557,0.825084001,3.4011897,9,-4.540020928,-4.070800974,-4.29223865,0.8357
Na2LiAlI6,0.9,0.675,0.98,1.61,1,3,24.33,6.8,1.656720003,3.441360006,3,13,1.16,5.156320008,1,24.11,1.118000002,11,1.273333333,2.66,7,4.7,1.110272802,3.0590368,53,-3.154280889,-3.689630919,-3.823327814,0.7896
Cs2AgBiI6,1.086666667,1.035,1.93,2.02,11,5,6.78,7.4,2.962960005,2.179840003,47,83,1.81,3.907280006,1,59.42,0.795600001,55,1.273333333,2.66,7,4.7,1.110272802,3.0590368,53,-3.400777446,-2.403892393,-2.628635934,0.8491
K2LiAlI6,0.9,0.675,0.98,1.61,1,3,24.33,6.8,1.656720003,3.441360006,3,13,1.52,4.355520007,1,43.06,0.925600001,19,1.273333333,2.66,7,4.7,1.110272802,3.0590368,53,-3.276070522,-3.689630919,-3.823327814,0.8948
Rb2LiAlI6,0.9,0.675,0.98,1.61,1,3,24.33,6.8,1.656720003,3.441360006,3,13,1.66,4.191200007,1,47.24,0.841360001,37,1.273333333,2.66,7,4.7,1.110272802,3.0590368,53,-3.277171207,-3.689630919,-3.823327814,0.9011
Cs2LiAlI6,0.9,0.675,0.98,1.61,1,3,24.33,6.8,1.656720003,3.441360006,3,13,1.81,3.907280006,1,59.42,0.795600001,55,1.273333333,2.66,7,4.7,1.110272802,3.0590368,53,-3.400777446,-3.689630919,-3.823327814,0.113
Rb2CuBiF6,0.82,1.035,1.9,2.02,11,5,6.2,7.4,3.508960006,2.179840003,29,83,1.66,4.191200007,1,47.24,0.841360001,37,0.705,3.98,7,0.557,0.825084001,3.4011897,9,-4.393533774,-4.070800974,-4.0354713,0.9353
Rb2CuSbF6,0.82,0.83,1.9,2.05,11,5,6.2,6.6,3.508960006,2.749760004,29,51,1.66,4.191200007,1,47.24,0.841360001,37,0.705,3.98,7,0.557,0.825084001,3.4011897,9,-4.393533774,-4.070800974,-4.29223865,0.9566
Cs2RbGaI6,1.66,0.76,0.82,1.81,1,3,47.24,8.12,0.841360001,2.828384005,37,31,1.81,3.907280006,1,59.42,0.795600001,55,1.273333333,2.66,7,4.7,1.110272802,3.0590368,53,-3.400777446,-3.277171207,-3.015577986,0.9758
Rb2RbGaI6,1.66,0.76,0.82,1.81,1,3,47.24,8.12,0.841360001,2.828384005,37,31,1.66,4.191200007,1,47.24,0.841360001,37,1.273333333,2.66,7,4.7,1.110272802,3.0590368,53,-3.277171207,-3.277171207,-3.015577986,1.0316
Li2AgInF6,1.086666667,0.94,1.93,1.78,11,3,6.78,9.1,2.962960005,2.527200004,47,49,0.9,5.410080009,1,24.33,1.656720003,3,0.705,3.98,7,0.557,0.825084001,3.4011897,9,-5.73747418,-3.178730516,-5.363237215,0.9914
K2RbGaI6,1.66,0.76,0.82,1.81,1,3,47.24,8.12,0.841360001,2.828384005,37,31,1.52,4.355520007,1,43.06,0.925600001,19,1.273333333,2.66,7,4.7,1.110272802,3.0590368,53,-3.276070522,-3.277171207,-3.015577986,0.9927
Na2RbGaI6,1.66,0.76,0.82,1.81,1,3,47.24,8.12,0.841360001,2.828384005,37,31,1.16,5.156320008,1,24.11,1.118000002,11,1.273333333,2.66,7,4.7,1.110272802,3.0590368,53,-3.154280889,-3.277171207,-3.015577986,1.0028
Li2RbGaI6,1.66,0.76,0.82,1.81,1,3,47.24,8.12,0.841360001,2.828384005,37,31,0.9,5.410080009,1,24.33,1.656720003,3,1.273333333,2.66,7,4.7,1.110272802,3.0590368,53,-3.689630919,-3.277171207,-3.015577986,1.0089
K2CuAlF6,0.82,0.675,1.9,1.61,11,3,6.2,6.8,3.508960006,3.441360006,29,13,1.52,4.355520007,1,43.06,0.925600001,19,0.705,3.98,7,0.557,0.825084001,3.4011897,9,-4.540020928,-4.070800974,-6.818069793,1.0558
Na2AgInF6,1.086666667,0.94,1.93,1.78,11,3,6.78,9.1,2.962960005,2.527200004,47,49,1.16,5.156320008,1,24.11,1.118000002,11,0.705,3.98,7,0.557,0.825084001,3.4011897,9,-4.55891026,-3.178730516,-5.363237215,1.0684
Li2NaAlI6,1.16,0.675,0.93,1.61,1,3,24.11,6.8,1.118000002,3.441360006,11,13,0.9,5.410080009,1,24.33,1.656720003,3,1.273333333,2.66,7,4.7,1.110272802,3.0590368,53,-3.689630919,-3.154280889,-3.823327814,1.1103
Na2NaAlI6,1.16,0.675,0.93,1.61,1,3,24.11,6.8,1.118000002,3.441360006,11,13,1.16,5.156320008,1,24.11,1.118000002,11,1.273333333,2.66,7,4.7,1.110272802,3.0590368,53,-3.154280889,-3.154280889,-3.823327814,1.1201
K2NaAlI6,1.16,0.675,0.93,1.61,1,3,24.11,6.8,1.118000002,3.441360006,11,13,1.52,4.355520007,1,43.06,0.925600001,19,1.273333333,2.66,7,4.7,1.110272802,3.0590368,53,-3.276070522,-3.154280889,-3.823327814,1.117
Rb2NaAlI6,1.16,0.675,0.93,1.61,1,3,24.11,6.8,1.118000002,3.441360006,11,13,1.66,4.191200007,1,47.24,0.841360001,37,1.273333333,2.66,7,4.7,1.110272802,3.0590368,53,-3.277171207,-3.154280889,-3.823327814,1.1239
Cs2CuBiF6,0.82,1.035,1.9,2.02,11,5,6.2,7.4,3.508960006,2.179840003,29,83,1.81,3.907280006,1,59.42,0.795600001,55,0.705,3.98,7,0.557,0.825084001,3.4011897,9,-4.699781335,-4.070800974,-4.0354713,1.1406
Cs2CuSbF6,0.82,0.83,1.9,2.05,11,5,6.2,6.6,3.508960006,2.749760004,29,51,1.81,3.907280006,1,59.42,0.795600001,55,0.705,3.98,7,0.557,0.825084001,3.4011897,9,-4.699781335,-4.070800974,-4.29223865,1.1464
Cs2NaAlI6,1.16,0.675,0.93,1.61,1,3,24.11,6.8,1.118000002,3.441360006,11,13,1.81,3.907280006,1,59.42,0.795600001,55,1.273333333,2.66,7,4.7,1.110272802,3.0590368,53,-3.400777446,-3.154280889,-3.823327814,0.3665
Cs2CsGaI6,1.81,0.76,0.79,1.81,1,3,59.42,8.12,0.795600001,2.828384005,55,31,1.81,3.907280006,1,59.42,0.795600001,55,1.273333333,2.66,7,4.7,1.110272802,3.0590368,53,-3.400777446,-3.400777446,-3.015577986,1.1764
K2CuScF6,0.82,0.885,1.9,1.36,11,3,6.2,17.8,3.508960006,3.929120006,29,21,1.52,4.355520007,1,43.06,0.925600001,19,0.705,3.98,7,0.557,0.825084001,3.4011897,9,-4.540020928,-4.070800974,-6.088833224,1.1855
Rb2CsGaI6,1.81,0.76,0.79,1.81,1,3,59.42,8.12,0.795600001,2.828384005,55,31,1.66,4.191200007,1,47.24,0.841360001,37,1.273333333,2.66,7,4.7,1.110272802,3.0590368,53,-3.277171207,-3.400777446,-3.015577986,1.1966
Rb2CuAlF6,0.82,0.675,1.9,1.61,11,3,6.2,6.8,3.508960006,3.441360006,29,13,1.66,4.191200007,1,47.24,0.841360001,37,0.705,3.98,7,0.557,0.825084001,3.4011897,9,-4.393533774,-4.070800974,-6.818069793,1.1979
K2CsGaI6,1.81,0.76,0.79,1.81,1,3,59.42,8.12,0.795600001,2.828384005,55,31,1.52,4.355520007,1,43.06,0.925600001,19,1.273333333,2.66,7,4.7,1.110272802,3.0590368,53,-3.276070522,-3.400777446,-3.015577986,1.207
Na2CsGaI6,1.81,0.76,0.79,1.81,1,3,59.42,8.12,0.795600001,2.828384005,55,31,1.16,5.156320008,1,24.11,1.118000002,11,1.273333333,2.66,7,4.7,1.110272802,3.0590368,53,-3.154280889,-3.400777446,-3.015577986,1.2172
Li2CsGaI6,1.81,0.76,0.79,1.81,1,3,59.42,8.12,0.795600001,2.828384005,55,31,0.9,5.410080009,1,24.33,1.656720003,3,1.273333333,2.66,7,4.7,1.110272802,3.0590368,53,-3.689630919,-3.400777446,-3.015577986,1.2315
Cs2CuAlF6,0.82,0.675,1.9,1.61,11,3,6.2,6.8,3.508960006,3.441360006,29,13,1.81,3.907280006,1,59.42,0.795600001,55,0.705,3.98,7,0.557,0.825084001,3.4011897,9,-4.699781335,-4.070800974,-6.818069793,1.3558
Cs2RbInI6,1.66,0.94,0.82,1.78,1,3,47.24,9.1,0.841360001,2.527200004,37,49,1.81,3.907280006,1,59.42,0.795600001,55,1.273333333,2.66,7,4.7,1.110272802,3.0590368,53,-3.400777446,-3.277171207,-3.534946316,1.4004
Rb2RbInI6,1.66,0.94,0.82,1.78,1,3,47.24,9.1,0.841360001,2.527200004,37,49,1.66,4.191200007,1,47.24,0.841360001,37,1.273333333,2.66,7,4.7,1.110272802,3.0590368,53,-3.277171207,-3.277171207,-3.534946316,1.4102
K2RbInI6,1.66,0.94,0.82,1.78,1,3,47.24,9.1,0.841360001,2.527200004,37,49,1.52,4.355520007,1,43.06,0.925600001,19,1.273333333,2.66,7,4.7,1.110272802,3.0590368,53,-3.276070522,-3.277171207,-3.534946316,1.4204
Na2RbInI6,1.66,0.94,0.82,1.78,1,3,47.24,9.1,0.841360001,2.527200004,37,49,1.16,5.156320008,1,24.11,1.118000002,11,1.273333333,2.66,7,4.7,1.110272802,3.0590368,53,-3.154280889,-3.277171207,-3.534946316,1.438
Li2RbInI6,1.66,0.94,0.82,1.78,1,3,47.24,9.1,0.841360001,2.527200004,37,49,0.9,5.410080009,1,24.33,1.656720003,3,1.273333333,2.66,7,4.7,1.110272802,3.0590368,53,-3.689630919,-3.277171207,-3.534946316,1.4388
Rb2CuScF6,0.82,0.885,1.9,1.36,11,3,6.2,17.8,3.508960006,3.929120006,29,21,1.66,4.191200007,1,47.24,0.841360001,37,0.705,3.98,7,0.557,0.825084001,3.4011897,9,-4.393533774,-4.070800974,-6.088833224,1.44
Cs2CuScI6,0.82,0.885,1.9,1.36,11,3,6.2,17.8,3.508960006,3.929120006,29,21,1.81,3.907280006,1,59.42,0.795600001,55,1.273333333,2.66,7,4.7,1.110272802,3.0590368,53,-3.400777446,-3.015509414,-3.046107912,1.4719
Rb2CuScI6,0.82,0.885,1.9,1.36,11,3,6.2,17.8,3.508960006,3.929120006,29,21,1.66,4.191200007,1,47.24,0.841360001,37,1.273333333,2.66,7,4.7,1.110272802,3.0590368,53,-3.277171207,-3.015509414,-3.046107912,1.5479
Li2AgGaF6,1.086666667,0.76,1.93,1.81,11,3,6.78,8.12,2.962960005,2.828384005,47,31,0.9,5.410080009,1,24.33,1.656720003,3,0.705,3.98,7,0.557,0.825084001,3.4011897,9,-5.73747418,-3.178730516,-5.617144145,1.489
K2CuScI6,0.82,0.885,1.9,1.36,11,3,6.2,17.8,3.508960006,3.929120006,29,21,1.52,4.355520007,1,43.06,0.925600001,19,1.273333333,2.66,7,4.7,1.110272802,3.0590368,53,-3.276070522,-3.015509414,-3.046107912,1.4982
Li2CuScI6,0.82,0.885,1.9,1.36,11,3,6.2,17.8,3.508960006,3.929120006,29,21,0.9,5.410080009,1,24.33,1.656720003,3,1.273333333,2.66,7,4.7,1.110272802,3.0590368,53,-3.689630919,-3.015509414,-3.046107912,1.5075
Na2CuScI6,0.82,0.885,1.9,1.36,11,3,6.2,17.8,3.508960006,3.929120006,29,21,1.16,5.156320008,1,24.11,1.118000002,11,1.273333333,2.66,7,4.7,1.110272802,3.0590368,53,-3.154280889,-3.015509414,-3.046107912,1.5145
Li2AgSbF6,1.086666667,0.83,1.93,2.05,11,5,6.78,6.6,2.962960005,2.749760004,47,51,0.9,5.410080009,1,24.33,1.656720003,3,0.705,3.98,7,0.557,0.825084001,3.4011897,9,-5.73747418,-3.178730516,-4.29223865,1.5213
Na2AgGaF6,1.086666667,0.76,1.93,1.81,11,3,6.78,8.12,2.962960005,2.828384005,47,31,1.16,5.156320008,1,24.11,1.118000002,11,0.705,3.98,7,0.557,0.825084001,3.4011897,9,-4.55891026,-3.178730516,-5.617144145,1.5975
Cs2CsInI6,1.81,0.94,0.79,1.78,1,3,59.42,9.1,0.795600001,2.527200004,55,49,1.81,3.907280006,1,59.42,0.795600001,55,1.273333333,2.66,7,4.7,1.110272802,3.0590368,53,-3.400777446,-3.400777446,-3.534946316,1.6011
Rb2CsInI6,1.81,0.94,0.79,1.78,1,3,59.42,9.1,0.795600001,2.527200004,55,49,1.66,4.191200007,1,47.24,0.841360001,37,1.273333333,2.66,7,4.7,1.110272802,3.0590368,53,-3.277171207,-3.400777446,-3.534946316,1.6184
K2CsInI6,1.81,0.94,0.79,1.78,1,3,59.42,9.1,0.795600001,2.527200004,55,49,1.52,4.355520007,1,43.06,0.925600001,19,1.273333333,2.66,7,4.7,1.110272802,3.0590368,53,-3.276070522,-3.400777446,-3.534946316,1.6358
Na2CsInI6,1.81,0.94,0.79,1.78,1,3,59.42,9.1,0.795600001,2.527200004,55,49,1.16,5.156320008,1,24.11,1.118000002,11,1.273333333,2.66,7,4.7,1.110272802,3.0590368,53,-3.154280889,-3.400777446,-3.534946316,1.6414
Li2CsInI6,1.81,0.94,0.79,1.78,1,3,59.42,9.1,0.795600001,2.527200004,55,49,0.9,5.410080009,1,24.33,1.656720003,3,1.273333333,2.66,7,4.7,1.110272802,3.0590368,53,-3.689630919,-3.400777446,-3.534946316,1.6431
K2AgInF6,1.086666667,0.94,1.93,1.78,11,3,6.78,9.1,2.962960005,2.527200004,47,49,1.52,4.355520007,1,43.06,0.925600001,19,0.705,3.98,7,0.557,0.825084001,3.4011897,9,-4.540020928,-3.178730516,-5.363237215,1.6547
Na2AgSbF6,1.086666667,0.83,1.93,2.05,11,5,6.78,6.6,2.962960005,2.749760004,47,51,1.16,5.156320008,1,24.11,1.118000002,11,0.705,3.98,7,0.557,0.825084001,3.4011897,9,-4.55891026,-3.178730516,-4.29223865,1.6595
Li2LiSbI6,0.9,0.83,0.98,2.05,1,5,24.33,6.6,1.656720003,2.749760004,3,51,0.9,5.410080009,1,24.33,1.656720003,3,1.273333333,2.66,7,4.7,1.110272802,3.0590368,53,-3.689630919,-3.689630919,-2.709008248,1.6691
Na2LiSbI6,0.9,0.83,0.98,2.05,1,5,24.33,6.6,1.656720003,2.749760004,3,51,1.16,5.156320008,1,24.11,1.118000002,11,1.273333333,2.66,7,4.7,1.110272802,3.0590368,53,-3.154280889,-3.689630919,-2.709008248,1.6775
K2LiSbI6,0.9,0.83,0.98,2.05,1,5,24.33,6.6,1.656720003,2.749760004,3,51,1.52,4.355520007,1,43.06,0.925600001,19,1.273333333,2.66,7,4.7,1.110272802,3.0590368,53,-3.276070522,-3.689630919,-2.709008248,1.7096
Rb2LiSbI6,0.9,0.83,0.98,2.05,1,5,24.33,6.6,1.656720003,2.749760004,3,51,1.66,4.191200007,1,47.24,0.841360001,37,1.273333333,2.66,7,4.7,1.110272802,3.0590368,53,-3.277171207,-3.689630919,-2.709008248,1.7206
Cs2LiSbI6,0.9,0.83,0.98,2.05,1,5,24.33,6.6,1.656720003,2.749760004,3,51,1.81,3.907280006,1,59.42,0.795600001,55,1.273333333,2.66,7,4.7,1.110272802,3.0590368,53,-3.400777446,-3.689630919,-2.709008248,1.7376
Li2AgBiF6,1.086666667,1.035,1.93,2.02,11,5,6.78,7.4,2.962960005,2.179840003,47,83,0.9,5.410080009,1,24.33,1.656720003,3,0.705,3.98,7,0.557,0.825084001,3.4011897,9,-5.73747418,-3.178730516,-4.0354713,1.8154
Rb2AgInF6,1.086666667,0.94,1.93,1.78,11,3,6.78,9.1,2.962960005,2.527200004,47,49,1.66,4.191200007,1,47.24,0.841360001,37,0.705,3.98,7,0.557,0.825084001,3.4011897,9,-4.393533774,-3.178730516,-5.363237215,1.8395
Li2NaSbI6,1.16,0.83,0.93,2.05,1,5,24.11,6.6,1.118000002,2.749760004,11,51,0.9,5.410080009,1,24.33,1.656720003,3,1.273333333,2.66,7,4.7,1.110272802,3.0590368,53,-3.689630919,-3.154280889,-2.709008248,1.8701
Li2LiBiI6,0.9,1.035,0.98,2.02,1,5,24.33,7.4,1.656720003,2.179840003,3,83,0.9,5.410080009,1,24.33,1.656720003,3,1.273333333,2.66,7,4.7,1.110272802,3.0590368,53,-3.689630919,-3.689630919,-2.628635934,1.9108
Na2LiBiI6,0.9,1.035,0.98,2.02,1,5,24.33,7.4,1.656720003,2.179840003,3,83,1.16,5.156320008,1,24.11,1.118000002,11,1.273333333,2.66,7,4.7,1.110272802,3.0590368,53,-3.154280889,-3.689630919,-2.628635934,1.9137
K2RbAlI6,1.66,0.675,0.82,1.61,1,3,47.24,6.8,0.841360001,3.441360006,37,13,1.52,4.355520007,1,43.06,0.925600001,19,1.273333333,2.66,7,4.7,1.110272802,3.0590368,53,-3.276070522,-3.277171207,-3.823327814,1.9193
Rb2LiBiI6,0.9,1.035,0.98,2.02,1,5,24.33,7.4,1.656720003,2.179840003,3,83,1.66,4.191200007,1,47.24,0.841360001,37,1.273333333,2.66,7,4.7,1.110272802,3.0590368,53,-3.277171207,-3.689630919,-2.628635934,1.9348
K2LiBiI6,0.9,1.035,0.98,2.02,1,5,24.33,7.4,1.656720003,2.179840003,3,83,1.52,4.355520007,1,43.06,0.925600001,19,1.273333333,2.66,7,4.7,1.110272802,3.0590368,53,-3.276070522,-3.689630919,-2.628635934,1.9369
Na2RbAlI6,1.66,0.675,0.82,1.61,1,3,47.24,6.8,0.841360001,3.441360006,37,13,1.16,5.156320008,1,24.11,1.118000002,11,1.273333333,2.66,7,4.7,1.110272802,3.0590368,53,-3.154280889,-3.277171207,-3.823327814,1.9417
Cs2LiBiI6,0.9,1.035,0.98,2.02,1,5,24.33,7.4,1.656720003,2.179840003,3,83,1.81,3.907280006,1,59.42,0.795600001,55,1.273333333,2.66,7,4.7,1.110272802,3.0590368,53,-3.400777446,-3.689630919,-2.628635934,1.9448
Li2CsSbF6,1.81,0.83,0.79,2.05,1,5,59.42,6.6,0.795600001,2.749760004,55,51,0.9,5.410080009,1,24.33,1.656720003,3,0.705,3.98,7,0.557,0.825084001,3.4011897,9,-5.73747418,-4.699781335,-4.29223865,1.9469
Li2RbAlI6,1.66,0.675,0.82,1.61,1,3,47.24,6.8,0.841360001,3.441360006,37,13,0.9,5.410080009,1,24.33,1.656720003,3,1.273333333,2.66,7,4.7,1.110272802,3.0590368,53,-3.689630919,-3.277171207,-3.823327814,1.948
Na2AgBiF6,1.086666667,1.035,1.93,2.02,11,5,6.78,7.4,2.962960005,2.179840003,47,83,1.16,5.156320008,1,24.11,1.118000002,11,0.705,3.98,7,0.557,0.825084001,3.4011897,9,-4.55891026,-3.178730516,-4.0354713,1.9544
Na2CsSbF6,1.81,0.83,0.79,2.05,1,5,59.42,6.6,0.795600001,2.749760004,55,51,1.16,5.156320008,1,24.11,1.118000002,11,0.705,3.98,7,0.557,0.825084001,3.4011897,9,-4.55891026,-4.699781335,-4.29223865,1.9881
Li2CsSbI6,1.81,0.83,0.79,2.05,1,5,59.42,6.6,0.795600001,2.749760004,55,51,0.9,5.410080009,1,24.33,1.656720003,3,1.273333333,2.66,7,4.7,1.110272802,3.0590368,53,-3.689630919,-3.400777446,-2.709008248,1.9903
Na2CsSbI6,1.81,0.83,0.79,2.05,1,5,59.42,6.6,0.795600001,2.749760004,55,51,1.16,5.156320008,1,24.11,1.118000002,11,1.273333333,2.66,7,4.7,1.110272802,3.0590368,53,-3.154280889,-3.400777446,-2.709008248,1.9927
Li2LiScI6,0.9,0.885,0.98,1.36,1,3,24.33,17.8,1.656720003,3.929120006,3,21,0.9,5.410080009,1,24.33,1.656720003,3,1.273333333,2.66,7,4.7,1.110272802,3.0590368,53,-3.689630919,-3.689630919,-3.046107912,2.0011
Na2LiScI6,0.9,0.885,0.98,1.36,1,3,24.33,17.8,1.656720003,3.929120006,3,21,1.16,5.156320008,1,24.11,1.118000002,11,1.273333333,2.66,7,4.7,1.110272802,3.0590368,53,-3.154280889,-3.689630919,-3.046107912,2.0173
K2AgSbF6,1.086666667,0.83,1.93,2.05,11,5,6.78,6.6,2.962960005,2.749760004,47,51,1.52,4.355520007,1,43.06,0.925600001,19,0.705,3.98,7,0.557,0.825084001,3.4011897,9,-4.540020928,-3.178730516,-4.29223865,2.0366
Na2AgScF6,1.086666667,0.885,1.93,1.36,11,3,6.78,17.8,2.962960005,3.929120006,47,21,1.16,5.156320008,1,24.11,1.118000002,11,0.705,3.98,7,0.557,0.825084001,3.4011897,9,-4.55891026,-3.178730516,-6.088833224,2.0375
Cs2AgScI6,1.086666667,0.885,1.93,1.36,11,3,6.78,17.8,2.962960005,3.929120006,47,21,1.81,3.907280006,1,59.42,0.795600001,55,1.273333333,2.66,7,4.7,1.110272802,3.0590368,53,-3.400777446,-2.403892393,-3.046107912,2.0558
K2LiScI6,0.9,0.885,0.98,1.36,1,3,24.33,17.8,1.656720003,3.929120006,3,21,1.52,4.355520007,1,43.06,0.925600001,19,1.273333333,2.66,7,4.7,1.110272802,3.0590368,53,-3.276070522,-3.689630919,-3.046107912,2.0594
Li2CsAlI6,1.81,0.675,0.79,1.61,1,3,59.42,6.8,0.795600001,3.441360006,55,13,0.9,5.410080009,1,24.33,1.656720003,3,1.273333333,2.66,7,4.7,1.110272802,3.0590368,53,-3.689630919,-3.400777446,-3.823327814,2.0668
Rb2AgScI6,1.086666667,0.885,1.93,1.36,11,3,6.78,17.8,2.962960005,3.929120006,47,21,1.66,4.191200007,1,47.24,0.841360001,37,1.273333333,2.66,7,4.7,1.110272802,3.0590368,53,-3.277171207,-2.403892393,-3.046107912,2.0696
Na2CsAlI6,1.81,0.675,0.79,1.61,1,3,59.42,6.8,0.795600001,3.441360006,55,13,1.16,5.156320008,1,24.11,1.118000002,11,1.273333333,2.66,7,4.7,1.110272802,3.0590368,53,-3.154280889,-3.400777446,-3.823327814,2.0753
Rb2LiScI6,0.9,0.885,0.98,1.36,1,3,24.33,17.8,1.656720003,3.929120006,3,21,1.66,4.191200007,1,47.24,0.841360001,37,1.273333333,2.66,7,4.7,1.110272802,3.0590368,53,-3.277171207,-3.689630919,-3.046107912,2.078
Cs2NaBiI6,1.16,1.035,0.93,2.02,1,5,24.11,7.4,1.118000002,2.179840003,11,83,1.81,3.907280006,1,59.42,0.795600001,55,1.273333333,2.66,7,4.7,1.110272802,3.0590368,53,-3.400777446,-3.154280889,-2.628635934,2.1194
Rb2NaBiI6,1.16,1.035,0.93,2.02,1,5,24.11,7.4,1.118000002,2.179840003,11,83,1.66,4.191200007,1,47.24,0.841360001,37,1.273333333,2.66,7,4.7,1.110272802,3.0590368,53,-3.277171207,-3.154280889,-2.628635934,2.1199
K2NaBiI6,1.16,1.035,0.93,2.02,1,5,24.11,7.4,1.118000002,2.179840003,11,83,1.52,4.355520007,1,43.06,0.925600001,19,1.273333333,2.66,7,4.7,1.110272802,3.0590368,53,-3.276070522,-3.154280889,-2.628635934,2.1205
Rb2CsAlI6,1.81,0.675,0.79,1.61,1,3,59.42,6.8,0.795600001,3.441360006,55,13,1.66,4.191200007,1,47.24,0.841360001,37,1.273333333,2.66,7,4.7,1.110272802,3.0590368,53,-3.277171207,-3.400777446,-3.823327814,2.1239
K2CsAlI6,1.81,0.675,0.79,1.61,1,3,59.42,6.8,0.795600001,3.441360006,55,13,1.52,4.355520007,1,43.06,0.925600001,19,1.273333333,2.66,7,4.7,1.110272802,3.0590368,53,-3.276070522,-3.400777446,-3.823327814,2.1426
Li2NaScI6,1.16,0.885,0.93,1.36,1,3,24.11,17.8,1.118000002,3.929120006,11,21,0.9,5.410080009,1,24.33,1.656720003,3,1.273333333,2.66,7,4.7,1.110272802,3.0590368,53,-3.689630919,-3.154280889,-3.046107912,2.144
K2NaScI6,1.16,0.885,0.93,1.36,1,3,24.11,17.8,1.118000002,3.929120006,11,21,1.52,4.355520007,1,43.06,0.925600001,19,1.273333333,2.66,7,4.7,1.110272802,3.0590368,53,-3.276070522,-3.154280889,-3.046107912,2.194
Li2RbSbF6,1.66,0.83,0.82,2.05,1,5,47.24,6.6,0.841360001,2.749760004,37,51,0.9,5.410080009,1,24.33,1.656720003,3,0.705,3.98,7,0.557,0.825084001,3.4011897,9,-5.73747418,-4.393533774,-4.29223865,2.2635
Na2RbSbF6,1.66,0.83,0.82,2.05,1,5,47.24,6.6,0.841360001,2.749760004,37,51,1.16,5.156320008,1,24.11,1.118000002,11,0.705,3.98,7,0.557,0.825084001,3.4011897,9,-4.55891026,-4.393533774,-4.29223865,2.336
Na2CsBiI6,1.81,1.035,0.79,2.02,1,5,59.42,7.4,0.795600001,2.179840003,55,83,1.16,5.156320008,1,24.11,1.118000002,11,1.273333333,2.66,7,4.7,1.110272802,3.0590368,53,-3.154280889,-3.400777446,-2.628635934,2.3476
Li2CsBiI6,1.81,1.035,0.79,2.02,1,5,59.42,7.4,0.795600001,2.179840003,55,83,0.9,5.410080009,1,24.33,1.656720003,3,1.273333333,2.66,7,4.7,1.110272802,3.0590368,53,-3.689630919,-3.400777446,-2.628635934,2.3527
Cs2RbSbI6,1.66,0.83,0.82,2.05,1,5,47.24,6.6,0.841360001,2.749760004,37,51,1.81,3.907280006,1,59.42,0.795600001,55,1.273333333,2.66,7,4.7,1.110272802,3.0590368,53,-3.400777446,-3.277171207,-2.709008248,2.378
K2RbSbI6,1.66,0.83,0.82,2.05,1,5,47.24,6.6,0.841360001,2.749760004,37,51,1.52,4.355520007,1,43.06,0.925600001,19,1.273333333,2.66,7,4.7,1.110272802,3.0590368,53,-3.276070522,-3.277171207,-2.709008248,2.3783
Rb2RbSbI6,1.66,0.83,0.82,2.05,1,5,47.24,6.6,0.841360001,2.749760004,37,51,1.66,4.191200007,1,47.24,0.841360001,37,1.273333333,2.66,7,4.7,1.110272802,3.0590368,53,-3.277171207,-3.277171207,-2.709008248,2.379
K2RbScI6,1.66,0.885,0.82,1.36,1,3,47.24,17.8,0.841360001,3.929120006,37,21,1.52,4.355520007,1,43.06,0.925600001,19,1.273333333,2.66,7,4.7,1.110272802,3.0590368,53,-3.276070522,-3.277171207,-3.046107912,2.3863
Li2RbBiI6,1.66,1.035,0.82,2.02,1,5,47.24,7.4,0.841360001,2.179840003,37,83,0.9,5.410080009,1,24.33,1.656720003,3,1.273333333,2.66,7,4.7,1.110272802,3.0590368,53,-3.689630919,-3.277171207,-2.628635934,2.3882
K2AgBiF6,1.086666667,1.035,1.93,2.02,11,5,6.78,7.4,2.962960005,2.179840003,47,83,1.52,4.355520007,1,43.06,0.925600001,19,0.705,3.98,7,0.557,0.825084001,3.4011897,9,-4.540020928,-3.178730516,-4.0354713,2.3885
Rb2RbScI6,1.66,0.885,0.82,1.36,1,3,47.24,17.8,0.841360001,3.929120006,37,21,1.66,4.191200007,1,47.24,0.841360001,37,1.273333333,2.66,7,4.7,1.110272802,3.0590368,53,-3.277171207,-3.277171207,-3.046107912,2.3905
Na2RbBiI6,1.66,1.035,0.82,2.02,1,5,47.24,7.4,0.841360001,2.179840003,37,83,1.16,5.156320008,1,24.11,1.118000002,11,1.273333333,2.66,7,4.7,1.110272802,3.0590368,53,-3.154280889,-3.277171207,-2.628635934,2.3971
Cs2RbScI6,1.66,0.885,0.82,1.36,1,3,47.24,17.8,0.841360001,3.929120006,37,21,1.81,3.907280006,1,59.42,0.795600001,55,1.273333333,2.66,7,4.7,1.110272802,3.0590368,53,-3.400777446,-3.277171207,-3.046107912,2.4035
