Chemical_Formula,A_Atom,B_Atom,Relax_Volume,Relax_Lattice_Constant,Relax_Energy,Tight_Volume,Tight_Lattice_Constant,Tight_Energy,Plus_Volume,Plus_Lattice_Constant,Plus_Energy,Minus_Volume,Minus_Lattice_Constant,Minus_Energy,formula,B0_eV_A3,r_s_A,r_val_A,r_s_cat_A,r_val_cat_A,epsilon_H_A,epsilon_L_A,EA_A,IP_A,EN_A,Z_A,n_A,r_s_B,r_val_B,r_s_cat_B,r_val_cat_B,epsilon_H_B,epsilon_L_B,EA_B,IP_B,EN_B,Z_B,n_B,nA_times_nB
CePtO3,Ce,Pt,64.2831,4.013652,-769702.057688923,64.2831,4.00589,-769702.059024828,66.231,4.045949,-769702.0274473,62.3739,3.965831,-769702.01921301,CePtO3,1.1933748521088228,2.02455,0.38005,1.91885,,-5.6169428407330575e-19,-3.930443664380352e-19,9.9913576571649e-20,9.248592741729621e-19,1.16,58,3,1.26865,0.67055,1.2043500000000005,,-8.716802123124481e-19,-8.597664269601793e-19,-3.517872930598635e-19,1.4985349714834594e-18,,78,3,9
CeRhO3,Ce,Rh,59.5719,3.912552,-383110.802538247,59.5719,3.905535,-383110.804409644,61.377,3.94459,-383110.771297497,57.8026,3.86648,-383110.764506079,CeRhO3,1.2868956840711372,2.02455,0.38005,1.91885,,-5.6169428407330575e-19,-3.930443664380352e-19,9.9913576571649e-20,9.248592741729621e-19,1.16,58,3,1.4462500000000005,0.61295,1.32285,,-5.6349352841846405e-19,-5.256869666974465e-19,-8.813149015027155e-20,1.3424909955200621e-18,1.56,45,3,9
CeRuO3,Ce,Ru,58.9027,3.897406,-376087.025084385,58.9027,3.890856,-376087.02705709,60.6875,3.929765,-376086.992270251,57.1533,3.851947,-376086.98484223,CeRuO3,1.3720742941735544,2.02455,0.38005,1.91885,,-5.6169428407330575e-19,-3.930443664380352e-19,9.9913576571649e-20,9.248592741729621e-19,1.16,58,3,1.47565,0.64735,1.3699500000000002,,-5.814475196311488e-19,-5.712753002656896e-19,-1.4833005628691906e-19,1.2294031692135152e-18,1.54,44,3,9
CeSbO3,Ce,Sb,75.5246,4.264009,-430333.195853029,75.5246,4.226973,-430333.196768644,77.8131,4.269243,-430333.17383184,73.2815,4.184704,-430333.168646285,CeSbO3,0.7207669003423458,2.02455,0.38005,1.91885,,-5.6169428407330575e-19,-3.930443664380352e-19,9.9913576571649e-20,9.248592741729621e-19,1.16,58,3,1.0032500000000002,1.2385500000000005,0.98825,,-7.669122809017154e-19,-7.669122809017154e-19,-2.374021362683202e-19,1.3358142288727889e-18,1.984,51,3,9
CeSnO3,Ce,Sn,70.1096,4.157316,-421848.6434346,70.1096,4.123435,-421848.644838668,72.234,4.16467,-421848.617450386,68.0273,4.082201,-421848.613879038,CeSnO3,0.8781678086018516,2.02455,0.38005,1.91885,,-5.6169428407330575e-19,-3.930443664380352e-19,9.9913576571649e-20,9.248592741729621e-19,1.16,58,3,1.0658500000000002,1.3539500000000002,1.04465,,-1.680470185728634e-18,-5.773187104793474e-19,-1.0004904060564154e-19,1.1016292632690552e-18,1.824,50,3,9
CeTaO3,Ce,Ta,63.7458,4.000774,-688658.365698367,63.7458,3.994697,-688658.368404575,65.6773,4.034644,-688658.330951222,61.8525,3.95475,-688658.32299391,CeTaO3,1.345981297122563,2.02455,0.38005,1.91885,,-5.6169428407330575e-19,-3.930443664380352e-19,9.9913576571649e-20,9.248592741729621e-19,1.16,58,3,1.4649500000000002,0.83725,1.3758500000000002,,-8.639080535249473e-19,-5.672858804798975e-19,4.583346660786455e-20,1.2438104380529825e-18,0.67,73,3,9
CeTcO3,Ce,Tc,59.5731,3.912832,-369296.949304927,59.5731,3.90556,-369296.951359011,61.3782,3.944616,-369296.917017207,57.8037,3.866504,-369296.908622434,CeTcO3,1.3550501486972333,2.02455,0.38005,1.91885,,-5.6169428407330575e-19,-3.930443664380352e-19,9.9913576571649e-20,9.248592741729621e-19,1.16,58,3,1.5065500000000005,0.68555,1.4079500000000005,,-6.330263915845633e-19,-6.295416574343232e-19,-1.924073290259059e-19,1.1502295607081981e-18,1.51,43,3,9
CeTiO3,Ce,Ti,58.3039,3.88328,-274836.520532902,58.3039,3.877625,-274836.522788104,60.0706,3.916402,-274836.488754469,56.5722,3.838849,-274836.486050768,CeTiO3,1.261140954574345,2.02455,0.38005,1.91885,,-5.6169428407330575e-19,-3.930443664380352e-19,9.9913576571649e-20,9.248592741729621e-19,1.16,58,3,1.54605,0.51945,1.4692500000000002,,-6.993597080389247e-19,-6.629630617442111e-19,6.669877934959158e-20,1.1408651235439965e-18,1.38,22,3,9
CeVO3,Ce,V,54.9214,3.806901,-277446.163053508,54.9214,3.801139,-277446.165604539,56.5855,3.83915,-277446.131479573,53.2901,3.763128,-277446.12733735,CeVO3,1.3577697390601244,2.02455,0.38005,1.91885,,-5.6169428407330575e-19,-3.930443664380352e-19,9.9913576571649e-20,9.248592741729621e-19,1.16,58,3,1.4791500000000002,0.47555,1.4043500000000002,,-7.089102828755135e-19,-6.99101757602976e-19,-1.6918193641164822e-20,1.156580229941937e-18,1.53,23,3,9
CeWO3,Ce,W,61.3821,3.951238,-704124.040215322,61.3821,3.9447,-704124.043097297,63.2421,3.984147,-704124.005420272,59.559,3.905253,-704123.996271954,CeWO3,1.4171618099317165,2.02455,0.38005,1.91885,,-5.6169428407330575e-19,-3.930443664380352e-19,9.9913576571649e-20,9.248592741729621e-19,1.16,58,3,1.40525,0.7907500000000001,1.33475,,-9.12013406564467e-19,-7.152372783510528e-19,-6.540716225833221e-20,1.41245511654839e-18,0.89,74,3,9
CeZnO3,Ce,Zn,56.2832,3.834698,-300638.854218786,56.2832,3.8323,-300638.856078585,57.9886,3.870623,-300638.826867211,54.6115,3.793977,-300638.822440786,CeZnO3,1.1639560458470988,2.02455,0.38005,1.91885,,-5.6169428407330575e-19,-3.930443664380352e-19,9.9913576571649e-20,9.248592741729621e-19,1.16,58,3,1.10495,1.10495,1.05065,,-9.577875926207233e-19,-1.1194408049529602e-19,2.559901616388424e-19,1.5927755178268223e-18,1.59,30,3,9
CeZrO3,Ce,Zr,69.254,4.11435,-350289.91097683,69.254,4.106592,-350289.912979321,71.3524,4.147658,-350289.879006561,67.197,4.065526,-350289.873575786,CeZrO3,1.1095896233018414,2.02455,0.38005,1.91885,,-5.6169428407330575e-19,-3.930443664380352e-19,9.9913576571649e-20,9.248592741729621e-19,1.16,58,3,1.6682500000000002,0.84555,1.57665,,-6.92414272387757e-19,-5.535295920137088e-19,3.3630627748943204e-20,1.1388266165519793e-18,1.32,40,3,9
CsAgO3,Cs,Ag,71.2224,4.162222,-367720.659039599,71.2224,4.145136,-367720.660527442,73.3805,4.186587,-367720.643575511,69.107,4.103685,-367720.635541337,CsAgO3,0.6004454396635024,2.53205,2.53205,0.81755,,-3.193522527643392e-19,-3.193522527643392e-19,-4.5539643423516324e-20,6.047664633377482e-19,0.659,55,1,1.3170500000000005,1.3170500000000005,1.2430500000000002,,-7.015114312406593e-19,-7.015114312406593e-19,-1.8938634490038225e-19,1.2616632678342529e-18,1.87,47,5,5
CsAlO3,Cs,Al,60.336,3.9389,-228010.007482625,60.336,3.922161,-228010.009380784,62.1642,3.961383,-228009.991135174,58.5439,3.882939,-228009.985496638,CsAlO3,0.7015176415739697,2.53205,2.53205,0.81755,,-3.193522527643392e-19,-3.193522527643392e-19,-4.5539643423516324e-20,6.047664633377482e-19,0.659,55,1,1.1077500000000002,1.39955,1.0573500000000002,,-1.2164574058722622e-18,-4.0786610235705603e-19,5.465354694189902e-20,9.17536499506324e-19,1.613,13,5,5
CsBiO3,Cs,Bi,81.9145,4.336235,-830397.157609993,81.9145,4.342971,-830397.159278287,84.3966,4.386401,-830397.146190185,79.4816,4.299541,-830397.137046374,CsBiO3,0.4258503901385259,2.53205,2.53205,0.81755,,-3.193522527643392e-19,-3.193522527643392e-19,-4.5539643423516324e-20,6.047664633377482e-19,0.659,55,1,0.98985,1.30035,0.98175,,-7.2448664398293125e-19,-7.2448664398293125e-19,-2.222770121777009e-19,1.27014732176683e-18,,83,5,5
CsCdO3,Cs,Cd,79.3425,4.318542,-375467.271456454,79.3425,4.297033,-375467.272638133,81.7467,4.340003,-375467.262619983,76.986,4.254063,-375467.252930341,CsCdO3,0.3769731287352788,2.53205,2.53205,0.81755,,-3.193522527643392e-19,-3.193522527643392e-19,-4.5539643423516324e-20,6.047664633377482e-19,0.659,55,1,1.23185,1.23185,1.1765500000000002,,-9.083588416924225e-19,-1.2850738240112642e-19,2.375824612411154e-19,1.4927701797950525e-18,1.52,48,5,5
CsCoO3,Cs,Co,58.5593,3.892093,-259445.098223547,58.5593,3.883279,-259445.100517783,60.3337,3.922112,-259445.080227419,56.82,3.844446,-259445.072139853,CsCoO3,0.8294181337050455,2.53205,2.53205,0.81755,,-3.193522527643392e-19,-3.193522527643392e-19,-4.5539643423516324e-20,6.047664633377482e-19,0.659,55,1,1.2915500000000002,0.35895,1.19155,,-7.030062620278656e-19,4.23823781500224e-20,-1.7144111919473086e-19,1.2270281618657034e-18,1.84,27,5,5
CsCrO3,Cs,Cr,58.8168,3.899784,-250070.182370107,58.8168,3.888963,-250070.18474301,60.599,3.927853,-250070.156226306,57.0699,3.850074,-250070.151057795,CsCrO3,1.0814830228182248,2.53205,2.53205,0.81755,,-3.193522527643392e-19,-3.193522527643392e-19,-4.5539643423516324e-20,6.047664633377482e-19,0.659,55,1,1.4245500000000002,0.43935,1.34675,,-7.0894553076117135e-19,-7.036198956736322e-19,-8.069463808212068e-20,1.170956937271006e-18,1.65,24,5,5
CsCuO3,Cs,Cu,61.8275,3.964935,-266612.238620278,61.8275,3.954217,-266612.240412098,63.7009,3.993759,-266612.222123938,59.9911,3.914675,-266612.216756708,CsCuO3,0.6855404648900612,2.53205,2.53205,0.81755,,-3.193522527643392e-19,-3.193522527643392e-19,-4.5539643423516324e-20,6.047664633377482e-19,0.659,55,1,1.1988500000000002,1.1988500000000002,1.1283500000000002,,-7.330502780211071e-19,-7.330502780211071e-19,-1.9781936469154185e-19,1.3350901235476822e-18,1.85,29,5,5
CsFeO3,Cs,Fe,57.8518,3.877288,-256140.919881392,57.8518,3.867577,-256140.92212663,59.6048,3.906253,-256140.896512836,56.1336,3.828901,-256140.89274435,CsFeO3,0.9676196680966372,2.53205,2.53205,0.81755,,-3.193522527643392e-19,-3.193522527643392e-19,-4.5539643423516324e-20,6.047664633377482e-19,0.659,55,1,1.33295,0.38215,1.23965,,-7.039227070549632e-19,-6.642143616850561e-20,-1.5981992814386266e-19,1.1971094569101176e-18,1.8,26,5,5
CsGaO3,Cs,Ga,65.4411,4.049937,-274548.290157606,65.4411,4.029799,-274548.291977139,67.424,4.070097,-274548.274498205,63.4974,3.989501,-274548.269045281,CsGaO3,0.6204068827844808,2.53205,2.53205,0.81755,,-3.193522527643392e-19,-3.193522527643392e-19,-4.5539643423516324e-20,6.047664633377482e-19,0.659,55,1,1.0033500000000002,1.3397500000000002,0.97045,,-1.4158562972139263e-18,-3.891670990156993e-19,7.213178911092489e-20,9.088671194085892e-19,1.756,31,5,5
CsGeO3,Cs,Ge,62.5688,3.996745,-278805.302853737,62.5688,3.969959,-278805.304786013,64.4647,4.009658,-278805.285376363,60.7105,3.930259,-278805.276908825,CsGeO3,0.7642437363654345,2.53205,2.53205,0.81755,,-3.193522527643392e-19,-3.193522527643392e-19,-4.5539643423516324e-20,6.047664633377482e-19,0.659,55,1,0.92235,1.17105,0.90585,,-1.869555866162208e-18,-6.127444377418562e-19,-9.139650819961009e-20,1.1934528716916311e-18,1.994,32,5,5
CsMnO3,Cs,Mn,58.005,3.880447,-253017.504249465,58.005,3.870989,-253017.506674771,59.7627,3.909699,-253017.479647542,56.2822,3.832279,-253017.473548199,CsMnO3,1.054432986099744,2.53205,2.53205,0.81755,,-3.193522527643392e-19,-3.193522527643392e-19,-4.5539643423516324e-20,6.047664633377482e-19,0.659,55,1,1.3681500000000002,0.40825,1.30255,,-6.996064432385282e-19,2.9717011744936324e-19,-9.213119429910178e-20,1.1853262457505828e-18,1.75,25,5,5
CsMoO3,Cs,Mo,65.3172,4.037965,-332587.668856032,65.3172,4.027256,-332587.670903506,67.2964,4.067529,-332587.637180288,63.3772,3.986984,-332587.630220713,CsMoO3,1.191218413989685,2.53205,2.53205,0.81755,,-3.193522527643392e-19,-3.193522527643392e-19,-4.5539643423516324e-20,6.047664633377482e-19,0.659,55,1,1.5377500000000002,0.72745,1.4647500000000002,,-6.856018173961152e-19,-6.828028148395777e-19,-1.8340851176668144e-19,1.122690083232532e-18,1.47,42,5,5
CsNbO3,Cs,Nb,68.8791,4.108618,-326254.092055299,68.8791,4.09917,-326254.093837809,70.9663,4.140162,-326254.060422529,66.8334,4.058178,-326254.053344749,CsNbO3,1.1299474414349175,2.53205,2.53205,0.81755,,-3.193522527643392e-19,-3.193522527643392e-19,-4.5539643423516324e-20,6.047664633377482e-19,0.659,55,1,1.5759500000000002,0.7735500000000001,1.52635,,-7.338657859210943e-19,-7.198211056631618e-19,-1.058614009316442e-19,1.147994059689629e-18,1.41,41,5,5
CsNiO3,Cs,Ni,59.2532,3.907265,-262934.319180898,59.2532,3.898557,-262934.321259092,61.0486,3.937542,-262934.298749877,57.4933,3.859571,-262934.295021989,CsNiO3,0.8332216055726662,2.53205,2.53205,0.81755,,-3.193522527643392e-19,-3.193522527643392e-19,-4.5539643423516324e-20,6.047664633377482e-19,0.659,55,1,1.2531500000000002,0.33775,1.1477500000000005,,-7.080082574380031e-19,-7.005533296214207e-19,-1.7061441528214542e-19,1.2622812049313197e-18,1.88,28,5,5
CsPbO3,Cs,Pb,84.2531,4.372322,-811404.847768371,84.2531,4.383914,-811404.848781469,86.8061,4.427753,-811404.833405962,81.7507,4.340075,-811404.823932979,CsPbO3,0.4979871240035295,2.53205,2.53205,0.81755,,-3.193522527643392e-19,-3.193522527643392e-19,-4.5539643423516324e-20,6.047664633377482e-19,0.659,55,1,1.0396500000000002,1.4028500000000002,1.0277500000000002,,-1.91532204133536e-18,-5.428286543633856e-19,-7.386567747227957e-20,1.052943794133563e-18,,82,5,5
CsPdO3,Cs,Pd,67.4546,4.084746,-360218.999041674,67.4546,4.070713,-360219.000665229,69.4985,4.11142,-360218.977948952,65.4511,4.030005,-360218.972522736,CsPdO3,0.7821704716513452,2.53205,2.53205,0.81755,,-3.193522527643392e-19,-3.193522527643392e-19,-4.5539643423516324e-20,6.047664633377482e-19,0.659,55,1,1.40755,0.58065,1.27995,,-6.56315630944512e-19,-5.402363325909311e-19,-7.21006556187837e-20,1.4519971560149236e-18,1.58,46,5,5
CsPtO3,Cs,Pt,68.1828,4.097809,-739550.39022716,68.1828,4.085309,-739550.391820865,70.2488,4.126162,-739550.365710923,66.1577,4.044456,-739550.357131556,CsPtO3,0.9339962818423794,2.53205,2.53205,0.81755,,-3.193522527643392e-19,-3.193522527643392e-19,-4.5539643423516324e-20,6.047664633377482e-19,0.659,55,1,1.26865,0.67055,1.2043500000000005,,-8.716802123124481e-19,-8.597664269601793e-19,-3.517872930598635e-19,1.4985349714834594e-18,,78,5,5
CsRhO3,Cs,Rh,64.6658,4.028865,-352958.460327993,64.6658,4.013822,-352958.462648597,66.6252,4.05396,-352958.439013295,62.7451,3.973684,-352958.432046113,CsRhO3,0.8470835626895684,2.53205,2.53205,0.81755,,-3.193522527643392e-19,-3.193522527643392e-19,-4.5539643423516324e-20,6.047664633377482e-19,0.659,55,1,1.4462500000000005,0.61295,1.32285,,-5.6349352841846405e-19,-5.256869666974465e-19,-8.813149015027155e-20,1.3424909955200621e-18,1.56,45,5,5
CsRuO3,Cs,Ru,63.6659,4.004171,-345935.773260363,63.6659,3.993027,-345935.775567305,65.595,4.032957,-345935.745112802,61.7749,3.953096,-345935.738335116,CsRuO3,1.0958145692184864,2.53205,2.53205,0.81755,,-3.193522527643392e-19,-3.193522527643392e-19,-4.5539643423516324e-20,6.047664633377482e-19,0.659,55,1,1.47565,0.64735,1.3699500000000002,,-5.814475196311488e-19,-5.712753002656896e-19,-1.4833005628691906e-19,1.2294031692135152e-18,1.54,44,5,5
CsSbO3,Cs,Sb,70.9925,4.195292,-400184.782128121,70.9925,4.140673,-400184.783655821,73.1437,4.182079,-400184.758326167,68.884,4.099266,-400184.754924442,CsSbO3,0.7959697203398653,2.53205,2.53205,0.81755,,-3.193522527643392e-19,-3.193522527643392e-19,-4.5539643423516324e-20,6.047664633377482e-19,0.659,55,1,1.0032500000000002,1.2385500000000005,0.98825,,-7.669122809017154e-19,-7.669122809017154e-19,-2.374021362683202e-19,1.3358142288727889e-18,1.984,51,5,5
CsSnO3,Cs,Sn,74.4133,4.251964,-391698.35268237,74.4133,4.206137,-391698.354160158,76.668,4.248199,-391698.333767138,72.2031,4.164076,-391698.325808082,CsSnO3,0.6783130265955988,2.53205,2.53205,0.81755,,-3.193522527643392e-19,-3.193522527643392e-19,-4.5539643423516324e-20,6.047664633377482e-19,0.659,55,1,1.0658500000000002,1.3539500000000002,1.04465,,-1.680470185728634e-18,-5.773187104793474e-19,-1.0004904060564154e-19,1.1016292632690552e-18,1.824,50,5,5
CsTaO3,Cs,Ta,68.6067,4.101937,-658510.594563852,68.6067,4.093759,-658510.596518787,70.6856,4.134696,-658510.562078939,66.569,4.052821,-658510.552601562,CsTaO3,1.1968254662388915,2.53205,2.53205,0.81755,,-3.193522527643392e-19,-3.193522527643392e-19,-4.5539643423516324e-20,6.047664633377482e-19,0.659,55,1,1.4649500000000002,0.83725,1.3758500000000002,,-8.639080535249473e-19,-5.672858804798975e-19,4.583346660786455e-20,1.2438104380529825e-18,0.67,73,5,5
CsTcO3,Cs,Tc,63.4588,3.999732,-339146.960269539,63.4588,3.988694,-339146.962530124,65.3817,4.028581,-339146.930038516,61.5741,3.948807,-339146.922635606,CsTcO3,1.1832183170906447,2.53205,2.53205,0.81755,,-3.193522527643392e-19,-3.193522527643392e-19,-4.5539643423516324e-20,6.047664633377482e-19,0.659,55,1,1.5065500000000005,0.68555,1.4079500000000005,,-6.330263915845633e-19,-6.295416574343232e-19,-1.924073290259059e-19,1.1502295607081981e-18,1.51,43,5,5
CsTiO3,Cs,Ti,65.5026,4.04039,-244684.416061143,65.5026,4.031063,-244684.418070479,67.4874,4.071373,-244684.392474787,63.5571,3.990752,-244684.388570928,CsTiO3,0.8638548104840164,2.53205,2.53205,0.81755,,-3.193522527643392e-19,-3.193522527643392e-19,-4.5539643423516324e-20,6.047664633377482e-19,0.659,55,1,1.54605,0.51945,1.4692500000000002,,-6.993597080389247e-19,-6.629630617442111e-19,6.669877934959158e-20,1.1408651235439965e-18,1.38,22,5,5
CsVO3,Cs,V,61.1448,3.949299,-247294.332591788,61.1448,3.93961,-247294.334862322,62.9976,3.979006,-247294.306801049,59.3287,3.900214,-247294.29958961,CsVO3,1.0627141217601213,2.53205,2.53205,0.81755,,-3.193522527643392e-19,-3.193522527643392e-19,-4.5539643423516324e-20,6.047664633377482e-19,0.659,55,1,1.4791500000000002,0.47555,1.4043500000000002,,-7.089102828755135e-19,-6.99101757602976e-19,-1.6918193641164822e-20,1.156580229941937e-18,1.53,23,5,5
CsWO3,Cs,W,65.4379,4.038314,-673975.799935811,65.4379,4.029735,-673975.802194689,67.4208,4.070033,-673975.766903811,63.4944,3.989438,-673975.756763863,CsWO3,1.2840163368427375,2.53205,2.53205,0.81755,,-3.193522527643392e-19,-3.193522527643392e-19,-4.5539643423516324e-20,6.047664633377482e-19,0.659,55,1,1.40525,0.7907500000000001,1.33475,,-9.12013406564467e-19,-7.152372783510528e-19,-6.540716225833221e-20,1.41245511654839e-18,0.89,74,5,5
CsZnO3,Cs,Zn,66.1083,4.052376,-270483.336385277,66.1083,4.043449,-270483.338110307,68.1114,4.083883,-270483.322578064,64.1448,4.003014,-270483.320546446,CsZnO3,0.4910155865514782,2.53205,2.53205,0.81755,,-3.193522527643392e-19,-3.193522527643392e-19,-4.5539643423516324e-20,6.047664633377482e-19,0.659,55,1,1.10495,1.10495,1.05065,,-9.577875926207233e-19,-1.1194408049529602e-19,2.559901616388424e-19,1.5927755178268223e-18,1.59,30,5,5
CsZrO3,Cs,Zr,77.1242,4.266659,-320140.037119507,77.1242,4.256607,-320140.038726839,79.4612,4.299173,-320140.013690053,74.8335,4.214041,-320140.006089139,CsZrO3,0.7797747474903824,2.53205,2.53205,0.81755,,-3.193522527643392e-19,-3.193522527643392e-19,-4.5539643423516324e-20,6.047664633377482e-19,0.659,55,1,1.6682500000000002,0.84555,1.57665,,-6.92414272387757e-19,-5.535295920137088e-19,3.3630627748943204e-20,1.1388266165519793e-18,1.32,40,5,5
KAgO3,K,Ag,66.983,4.073802,-168836.465098752,66.983,4.061205,-168836.465736192,69.0127,4.101817,-168836.449376031,64.9935,4.020593,-168836.442042439,KAgO3,0.6377242613383761,2.21205,2.21205,0.57025,,-3.593153442169536e-19,-3.593153442169536e-19,-4.972741267242783e-20,6.755114788687266e-19,0.734,19,1,1.3170500000000005,1.3170500000000005,1.2430500000000002,,-7.015114312406593e-19,-7.015114312406593e-19,-1.8938634490038225e-19,1.2616632678342529e-18,1.87,47,5,5
KAlO3,K,Al,55.0864,3.815544,-29126.587311823,55.0864,3.804944,-29126.588276157,56.7556,3.842993,-29126.567737305,53.4503,3.766894,-29126.566449806,KAlO3,0.8150317371224206,2.21205,2.21205,0.57025,,-3.593153442169536e-19,-3.593153442169536e-19,-4.972741267242783e-20,6.755114788687266e-19,0.734,19,1,1.1077500000000002,1.39955,1.0573500000000002,,-1.2164574058722622e-18,-4.0786610235705603e-19,5.465354694189902e-20,9.17536499506324e-19,1.613,13,5,5
KBiO3,K,Bi,74.6553,4.192502,-631513.050055847,74.6553,4.210693,-631513.051127993,76.9174,4.2528,-631513.037857149,72.438,4.168586,-631513.03506039,KBiO3,0.4051937806198059,2.21205,2.21205,0.57025,,-3.593153442169536e-19,-3.593153442169536e-19,-4.972741267242783e-20,6.755114788687266e-19,0.734,19,1,0.98985,1.30035,0.98175,,-7.2448664398293125e-19,-7.2448664398293125e-19,-2.222770121777009e-19,1.27014732176683e-18,,83,5,5
KCdO3,K,Cd,72.981,4.194107,-176582.969267715,72.981,4.178977,-176582.969695385,75.1924,4.220767,-176582.954639648,70.8134,4.137188,-176582.951383915,KCdO3,0.4930667271794082,2.21205,2.21205,0.57025,,-3.593153442169536e-19,-3.593153442169536e-19,-4.972741267242783e-20,6.755114788687266e-19,0.734,19,1,1.23185,1.23185,1.1765500000000002,,-9.083588416924225e-19,-1.2850738240112642e-19,2.375824612411154e-19,1.4927701797950525e-18,1.52,48,5,5
KCoO3,K,Co,52.4705,3.751329,-60561.512299991,52.4705,3.743735,-60561.513606718,54.0604,3.781172,-60561.488434677,50.9121,3.706298,-60561.490593584,KCoO3,0.9681776407189664,2.21205,2.21205,0.57025,,-3.593153442169536e-19,-3.593153442169536e-19,-4.972741267242783e-20,6.755114788687266e-19,0.734,19,1,1.2915500000000002,0.35895,1.19155,,-7.030062620278656e-19,4.23823781500224e-20,-1.7144111919473086e-19,1.2270281618657034e-18,1.84,27,5,5
KCrO3,K,Cr,51.6654,3.732235,-51187.418136217,51.6654,3.724489,-51187.419625721,53.2309,3.761734,-51187.390668081,50.1309,3.687244,-51187.389057312,KCrO3,1.2154549465258817,2.21205,2.21205,0.57025,,-3.593153442169536e-19,-3.593153442169536e-19,-4.972741267242783e-20,6.755114788687266e-19,0.734,19,1,1.4245500000000002,0.43935,1.34675,,-7.0894553076117135e-19,-7.036198956736322e-19,-8.069463808212068e-20,1.170956937271006e-18,1.65,24,5,5
KCuO3,K,Cu,56.2973,3.841796,-67728.558299508,56.2973,3.832621,-67728.559171177,58.0032,3.870948,-67728.539286684,54.6252,3.794295,-67728.53846533,KCuO3,0.7663995466283307,2.21205,2.21205,0.57025,,-3.593153442169536e-19,-3.593153442169536e-19,-4.972741267242783e-20,6.755114788687266e-19,0.734,19,1,1.1988500000000002,1.1988500000000002,1.1283500000000002,,-7.330502780211071e-19,-7.330502780211071e-19,-1.9781936469154185e-19,1.3350901235476822e-18,1.85,29,5,5
KFeO3,K,Fe,51.0397,3.718229,-57257.768886097,51.0397,3.709391,-57257.77033842,52.5862,3.746485,-57257.744103612,49.5238,3.672297,-57257.743845109,KFeO3,1.0853617072277102,2.21205,2.21205,0.57025,,-3.593153442169536e-19,-3.593153442169536e-19,-4.972741267242783e-20,6.755114788687266e-19,0.734,19,1,1.33295,0.38215,1.23965,,-7.039227070549632e-19,-6.642143616850561e-20,-1.5981992814386266e-19,1.1971094569101176e-18,1.8,26,5,5
KGaO3,K,Ga,60.5271,3.945144,-75664.488465445,60.5271,3.926299,-75664.489359719,62.3612,3.965562,-75664.469490207,58.7294,3.887036,-75664.468496018,KGaO3,0.714612095413059,2.21205,2.21205,0.57025,,-3.593153442169536e-19,-3.593153442169536e-19,-4.972741267242783e-20,6.755114788687266e-19,0.734,19,1,1.0033500000000002,1.3397500000000002,0.97045,,-1.4158562972139263e-18,-3.891670990156993e-19,7.213178911092489e-20,9.088671194085892e-19,1.756,31,5,5
KGeO3,K,Ge,55.3715,3.832457,-79922.39801908,55.3715,3.811495,-79922.399116744,57.0493,3.84961,-79922.375426747,53.7269,3.77338,-79922.372747438,KGeO3,0.958613214783566,2.21205,2.21205,0.57025,,-3.593153442169536e-19,-3.593153442169536e-19,-4.972741267242783e-20,6.755114788687266e-19,0.734,19,1,0.92235,1.17105,0.90585,,-1.869555866162208e-18,-6.127444377418562e-19,-9.139650819961009e-20,1.1934528716916311e-18,1.994,32,5,5
KMnO3,K,Mn,50.631,3.706701,-54134.654917165,50.631,3.699465,-54134.656438598,52.1652,3.736459,-54134.628727132,49.1272,3.66247,-54134.626849123,KMnO3,1.1896572265134044,2.21205,2.21205,0.57025,,-3.593153442169536e-19,-3.593153442169536e-19,-4.972741267242783e-20,6.755114788687266e-19,0.734,19,1,1.3681500000000002,0.40825,1.30255,,-6.996064432385282e-19,2.9717011744936324e-19,-9.213119429910178e-20,1.1853262457505828e-18,1.75,25,5,5
KMoO3,K,Mo,59.5937,3.912904,-133704.466917295,59.5937,3.906011,-133704.468160459,61.3994,3.945071,-133704.434132473,57.8237,3.866951,-133704.431025048,KMoO3,1.2787415180722814,2.21205,2.21205,0.57025,,-3.593153442169536e-19,-3.593153442169536e-19,-4.972741267242783e-20,6.755114788687266e-19,0.734,19,1,1.5377500000000002,0.72745,1.4647500000000002,,-6.856018173961152e-19,-6.828028148395777e-19,-1.8340851176668144e-19,1.122690083232532e-18,1.47,42,5,5
KNbO3,K,Nb,63.3082,3.992155,-127370.725026571,63.3082,3.985536,-127370.726068814,65.2265,4.025392,-127370.692606707,61.4279,3.945681,-127370.689404177,KNbO3,1.1924490062332933,2.21205,2.21205,0.57025,,-3.593153442169536e-19,-3.593153442169536e-19,-4.972741267242783e-20,6.755114788687266e-19,0.734,19,1,1.5759500000000002,0.7735500000000001,1.52635,,-7.338657859210943e-19,-7.198211056631618e-19,-1.058614009316442e-19,1.147994059689629e-18,1.41,41,5,5
KNiO3,K,Ni,54.3681,3.796092,-64050.476607348,54.3681,3.788333,-64050.477794121,56.0155,3.826216,-64050.455392061,52.7533,3.75045,-64050.456560721,KNiO3,0.845184408158791,2.21205,2.21205,0.57025,,-3.593153442169536e-19,-3.593153442169536e-19,-4.972741267242783e-20,6.755114788687266e-19,0.734,19,1,1.2531500000000002,0.33775,1.1477500000000005,,-7.080082574380031e-19,-7.005533296214207e-19,-1.7061441528214542e-19,1.2622812049313197e-18,1.88,28,5,5
